"Name","Age","id","Total Sales","Total Quantity","Total Profit","Category","Products"
"Jim Kriz",31,"JK-15640","4760.434","41","1172.5303","Office Supplies,Technology","Avery Hi-Liter Smear-Safe Highlighters,EcoTones Memo Sheets,GBC Recycled Grain Textured Covers,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Logitech G19 Programmable Gaming Keyboard,Revere Boxed Rubber Bands by Revere,Sanford Colorific Eraseable Coloring Pencils  12 Count,Square Credit Card Reader  4 1/2 x 4 1/2 x 1  White,Swingline SM12-08 MicroCut Jam Free Shredder,Xerox 1949,Xerox 226"
"Joe Kamberova",69,"JK-15730","4867.200","88","55.0483","Furniture,Office Supplies,Technology","Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles  3 7/8 Cut  8L,BPI Conference Tables,Bush Heritage Pine Collection 5-Shelf Bookcase  Albany Pine Finish  *Special Order,Cisco Unified IP Phone 7945G VoIP phone,Dana Swing-Arm Lamps,Fellowes Stor/Drawer Steel Plus Storage Drawers,GBC Standard Plastic Binding Systems Combs,Hon 4-Shelf Metal Bookcases,Hon Multipurpose Stacking Arm Chairs,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,Master Caster Door Stop  Brown,Premium Transparent Presentation Covers by GBC,Sanford Colorific Colored Pencils  12/Box,Sharp 1540cs Digital Laser Copier,Staples,Storex DuraTech Recycled Plastic Frosted Binders,Wilson Jones Standard D-Ring Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Xerox 1910,Xerox 214"
"Juliana Krohn",51,"JK-16090","3747.668","43","586.6625","Furniture,Office Supplies,Technology","Acme Softgrip Scissors,Berol Giant Pencil Sharpener,ClearOne CHATAttach 160 - speaker phone,GBC Standard Recycled Report Covers  Clear Plastic Sheets,Global Deluxe Office Fabric Chairs,Jabra SPEAK 410,OSullivan 4-Shelf Bookcase in Odessa Pine,Tenex The Solids Textured Chair Mats,Wilson Jones Hanging View Binder  White  1"
"Julie Kriz",67,"JK-16120","2932.484","49","122.6566","Furniture,Office Supplies,Technology","Avery 480,Avery 489,Chromcraft 48 x 96 Racetrack Double Pedestal Table,DataProducts Ampli Magnifier Task Lamp  Black ,Hon Metal Bookcases  Putty,Hunt PowerHouse Electric Pencil Sharpener  Blue,LG Exalt,Newell 348,Peel-Off China Markers,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Safco Commercial Shelving,Telescoping Adjustable Floor Lamp,Tenex The Solids Textured Chair Mats,Tennsco Double-Tier Lockers,Xerox 1911,Xerox 1927,Xerox 1946"
"Jack Lebron",63,"JL-15130","1214.956","42","-207.7956","Furniture,Office Supplies,Technology","Bevis Round Bullnose 29 High Table Top,Cardinal Holdit Business Card Pockets,Cardinal Slant-D Ring Binder  Heavy Gauge Vinyl,Crate-A-Files,Harmony HEPA Quiet Air Purifiers,Holmes Replacement Filter for HEPA Air Cleaner  Large Room,Kingston Digital DataTraveler 32GB USB 2.0,Logitech ClearChat Comfort/USB Headset H390,Newell 325,Prestige Round Ring Binders,Sterilite Officeware Hinged File Box,Xerox 216"
"James Lanier",25,"JL-15175","1571.523","29","209.2817","Furniture,Office Supplies,Technology","Acco 6 Outlet Guardian Premium Surge Suppressor,Acrylic Self-Standing Desk Frames,Adams Telephone Message Books  5 1/4” x 11”,Fellowes Binding Cases,Global Leather Executive Chair,Panasonic KX TS3282W Corded phone,Penpower WorldCard Pro Card Scanner"
"Janet Lee",29,"JL-15235","2203.700","39","54.5174","Furniture,Office Supplies,Technology","Acco Translucent Poly Ring Binders,Avery White Multi-Purpose Labels,Avoid Verbal Orders Carbonless Minifold Book,Electrix Incandescent Magnifying Lamp  Black,Harmony Air Purifier,Hon 2111 Invitation Series Straight Table,Hon Metal Bookcases  Black,Newell 314,Samsung Galaxy S4 Mini,Standard Rollaway File with Lock"
"Jeremy Lonsdale",48,"JL-15505","3173.874","56","591.7163","Furniture,Office Supplies,Technology","#10 Gummed Flap White Envelopes  100/Box,3.6 Cubic Foot Counter Height Office Refrigerator,Acme Titanium Bonded Scissors,Adams Phone Message Book  200 Message Capacity  8 1/16” x 11”,Avery Durable Binders,Cardinal Holdit Business Card Pockets,Dixon Prang Watercolor Pencils  10-Color Set with Brush,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock,Iris 3-Drawer Stacking Bin  Black,Mead 1st Gear 2 Zipper Binder  Asst. Colors,Park Ridge Embossed Executive Business Envelopes,Polycom VoiceStation 500 Conference phone,Sauder Barrister Bookcases,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,Storex DuraTech Recycled Plastic Frosted Binders,Xerox 1881"
"John Lee",57,"JL-15835","9799.923","143","228.9070","Furniture,Office Supplies,Technology","Advantus Push Pins  Aluminum Head,Ativa MDM8000 8-Sheet Micro-Cut Shredder,Avery 480,Avery 492,Avery Durable Slant Ring Binders  No Labels,Belkin F9M820V08 8 Outlet Surge,Binney & Smith inkTank Desk Highlighter  Chisel Tip  Yellow  12/Box,Canon Imageclass D680 Copier / Fax,Crayola Colored Pencils,Economy Rollaway Files,Eldon Gobal File Keepers,GBC Plastic Binding Combs,GE 48 Fluorescent Tube  Cool White Energy Saver  34 Watts  30/Box,Global High-Back Leather Tilter  Burgundy,Global Value Steno Chair  Gray,Harbour Creations 67200 Series Stacking Chairs,Harmony HEPA Quiet Air Purifiers,Hon Valutask Swivel Chairs,Howard Miller 11-1/2 Diameter Grantwood Wall Clock,HP Designjet T520 Inkjet Large Format Printer - 24 Color,Logitech ClearChat Comfort/USB Headset H390,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Multi-Use Personal File Cart and Caster Set  Three Stacking Bins,Newell 311,Newell 351,Project Tote Personal File,SAFCO Mobile Desk Side File  Wire Frame,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Tenex Carpeted  Granite-Look or Clear Contemporary Contour Shape Chair Mats,Tenex File Box  Personal Filing Tote with Lid  Black,Tuff Stuff Recycled Round Ring Binders,Xerox 1950,XtraLife ClearVue Slant-D Ring Binder  White  3"
"John Lucas",70,"JL-15850","2725.256","38","779.9046","Furniture,Office Supplies,Technology","AT&T 841000 Phone,Avery Trapezoid Extra Heavy Duty 4 Binders,Canon PC1060 Personal Laser Copier,Deflect-o Glass Clear Studded Chair Mats,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Holmes Replacement Filter for HEPA Air Cleaner  Very Large Room  HEPA Filter,Ibico Recycled Grain-Textured Covers,Samsung HM1900 Bluetooth Headset,Standard Rollaway File with Lock,Wilson Jones Custom Binder Spines & Labels,Xerox 1894"
"Janet Martin",62,"JM-15250","3159.122","91","19.8235","Furniture,Office Supplies,Technology","Acco Four Pocket Poly Ring Binder with Label Holder  Smoke  1,Chromcraft Round Conference Tables,Computer Room Manger  14,Fellowes Superior 10 Outlet Split Surge Protector,Fluorescent Highlighters by Dixon,GBC Instant Report Kit,GBC Plastic Binding Combs,Global Fabric Managers Chair  Dark Gray,Gould Plastics 18-Pocket Panel Bin  34w x 5-1/4d x 20-1/2h,Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock,Memo Book  100 Message Capacity  5 3/8” x 11”,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Newell Chalk Holder,Office Star - Contemporary Task Swivel Chair,Pressboard Covers with Storage Hooks  9 1/2 x 11  Light Blue,SAFCO Boltless Steel Shelving,Speck Products Candyshell Flip Case,Tenex Carpeted  Granite-Look or Clear Contemporary Contour Shape Chair Mats,Xerox 1936"
"Janet Molinari",23,"JM-15265","1804.146","52","502.6143","Furniture,Office Supplies,Technology","Advantus Push Pins,AT&T CL83451 4-Handset Telephone,Avery 501,Coloredge Poster Frame,Eldon 200 Class Desk Accessories  Smoke,GBC VeloBinder Manual Binding System,Portable Personal File Box,SanDisk Cruzer 32 GB USB Flash Drive,Storex Dura Pro Binders,Tenex Chairmats For Use With Carpeted Floors,Tenex Traditional Chairmats for Hard Floors  Average Lip  36 x 48,Xerox 1988,Xerox 23"
"Jessica Myrick",36,"JM-15535","1733.443","46","356.5395","Furniture,Office Supplies,Technology","Barrel Sharpener,Bush Westfield Collection Bookcases  Fully Assembled,DXL Angle-View Binders with Locking Rings  Black,Eldon Image Series Desk Accessories  Burgundy,Enermax Acrylux Wireless Keyboard,Hypercom P1300 Pinpad,Luxo Adjustable Task Clamp Lamp,Sauder Camden County Collection Libraries  Planked Cherry Finish,Xerox 1985,Xerox 228"
"Jill Matthias",37,"JM-15580","303.948","26","113.1204","Office Supplies,Technology","Array Memo Cubes,Bagged Rubber Bands,GBC ProClick Spines for 32-Hole Punch,Manila Recycled Extra-Heavyweight Clasp Envelopes  6 x 9,Memorex Froggy Flash Drive 4 GB,Petty Cash Envelope,Texas Instruments TI-34 Scientific Calculator"
"Jim Mitchum",28,"JM-15655","864.947","41","117.2040","Furniture,Office Supplies,Technology","Avery 517,Binder Clips by OIC,Chromcraft Rectangular Conference Tables,Commercial WindTunnel Clean Air Upright Vacuum  Replacement Belts  Filtration Bags,Design Ebony Sketching Pencil,Eldon Simplefile Box Office,Griffin GC17055 Auxiliary Audio Cable,iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5  4S 4,Logitech G602 Wireless Gaming Mouse,Rogers Jumbo File  Granite,Things To Do Today Spiral Book,Wilson Jones Century Plastic Molded Ring Binders"
"John Murray",66,"JM-15865","7625.076","50","1574.6164","Furniture,Office Supplies,Technology","Acco 6 Outlet Guardian Premium Surge Suppressor,Acco 6 Outlet Guardian Standard Surge Suppressor,Apple iPhone 5,Avery 488,DAX Contemporary Wood Frame with Silver Metal Mat  Desktop  11 x 14 Size,Eaton Premium Continuous-Feed Paper  25% Cotton  Letter Size  White  1000 Shts/Box,Global Push Button Managers Chair  Indigo,Newell 346,SAFCO Commercial Wire Shelving  Black,Samsung Galaxy S4 Mini,Situations Contoured Folding Chairs  4/Set,Xerox 1891,Xerox 1997"
"Justin MacKendrick",18,"JM-16195","2833.926","74","754.1144","Furniture,Office Supplies,Technology","Acco Data Flex Cable Posts For Top & Bottom Load Binders  6 Capacity,Avanti 4.4 Cu. Ft. Refrigerator,Avery Durable Binders,DAX Copper Panel Document Frame  5 x 7 Size,DAX Wood Document Frame,Economy Rollaway Files,Euro-Pro Shark Turbo Vacuum,Griffin GC36547 PowerJolt SE Lightning Charger,Hanging Personal Folder File,Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day  Extended Life Filter,Hunt Boston Vacuum Mount KS Pencil Sharpener,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,Motorla HX550 Universal Bluetooth Headset,Stacking Trays by OIC,Strathmore Photo Mount Cards,Tenex Carpeted  Granite-Look or Clear Contemporary Contour Shape Chair Mats,Tops Wirebound Message Log Books,Xerox 1952,Xerox 1959"
"Jack O'Briant",68,"JO-15145","3254.949","59","581.4045","Furniture,Office Supplies,Technology","Atlantic Metals Mobile 3-Shelf Bookcases  Custom Colors,Binder Posts,Dixon Prang Watercolor Pencils  10-Color Set with Brush,Eldon Expressions Wood and Plastic Desk Accessories  Cherry Wood,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Gould Plastics 9-Pocket Panel Bin  18-3/8w x 5-1/4d x 20-1/2h  Black,Jackery Bar Premium Fast-charging Portable Charger,Lesro Sheffield Collection Coffee Table  End Table  Center Table  Corner Table,Memorex Micro Travel Drive 16 GB,Multi-Use Personal File Cart and Caster Set  Three Stacking Bins,OIC #2 Pencils  Medium Soft,OSullivan Elevations Bookcase  Cherry Finish,Plastic Binding Combs"
"Jas O'Carroll",39,"JO-15280","1934.272","36","202.1362","Furniture,Office Supplies,Technology","Angle-D Binders with Locking Rings  Label Holders,Avery Binder Labels,Avery Round Ring Poly Binders,Bevis Round Bullnose 29 High Table Top,Carina Media Storage Towers in Natural & Black,Ibico Hi-Tech Manual Binding System,Newell 307,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,PowerGen Dual USB Car Charger,Stackable Trays,Xerox 1916"
"Jesus Ocampo",58,"JO-15550","1090.838","42","167.6709","Office Supplies,Technology","Avery 4027 File Folder Labels for Dot Matrix Printers  5000 Labels per Box  White,Avery 490,Binney & Smith Crayola Metallic Crayons  16-Color Pack,Boston School Pro Electric Pencil Sharpener  1670,GBC Linen Binding Covers,Hoover Commercial SteamVac,Jet-Pak Recycled Peel N Seal Padded Mailers,OIC Binder Clips  Mini  1/4 Capacity  Black,Plymouth Boxed Rubber Bands by Plymouth,Wilson Jones Custom Binder Spines & Labels,Wireless Extenders zBoost YX545 SOHO Signal Booster"
"Jennifer Patt",69,"JP-15460","1669.135","54","429.7465","Furniture,Office Supplies,Technology","1.7 Cubic Foot Compact Cube Office Refrigerators,Aluminum Screw Posts,Computer Printout Paper with Letter-Trim Perforations,Dixon Prang Watercolor Pencils  10-Color Set with Brush,Elite 5 Scissors,Eureka Recycled Copy Paper 8 1/2 x 11  Ream,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Globe Weis Peel & Seel First Class Envelopes,Lesro Round Back Collection Coffee Table  End Table,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Newell 331,Wilson Jones 1 Hanging DublLock Ring Binders,Xerox 1903,Xerox 1942,Xerox 1952"
"Jeremy Pistek",54,"JP-15520","3635.594","63","757.1802","Furniture,Office Supplies,Technology","Acme Serrated Blade Letter Opener,Adams Phone Message Book  200 Message Capacity  8 1/16” x 11”,Avery 4027 File Folder Labels for Dot Matrix Printers  5000 Labels per Box  White,Decoflex Hanging Personal Folder File  Blue,Hoover WindTunnel Plus Canister Vacuum,Logitech G105 Gaming Keyboard,Recycled Desk Saver Line While You Were Out Book  5 1/2 X 4,Rediform Voice Mail Log Books,SAFCO Boltless Steel Shelving,Samsung Galaxy Note 3,Sauder Camden County Collection Libraries  Planked Cherry Finish,Sauder Mission Library with Doors  Fruitwood Finish,Staple envelope,Xerox 1886,Xerox 1912,Xerox 1931"
"Julie Prescott",57,"JP-16135","1707.710","47","309.7116","Furniture,Office Supplies,Technology","Avery Binding System Hidden Tab Executive Style Index Sets,Avery Premier Heavy-Duty Binder with Round Locking Rings,Bevis Steel Folding Chairs,Cardinal Hold-It CD Pocket,Disposable Triple-Filter Dust Bags,Eldon Image Series Desk Accessories  Burgundy,Iceberg Mobile Mega Data/Printer Cart ,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Newell 347,Newell 351,SANFORD Major Accent Highlighters,Universal Recycled Hanging Pressboard Report Binders  Letter Size"
"Jim Radford",18,"JR-15670","1156.658","14","-785.1645","Furniture,Office Supplies","Atlantic Metals Mobile 4-Shelf Bookcases  Custom Colors,Dixon My First Ticonderoga Pencil  #2,SAFCO Commercial Wire Shelving  Black"
"Jocasta Rupert",69,"JR-15700","863.88","3","107.985","Technology","Wilson SignalBoost 841262 DB PRO Amplifier Kit"
"Justin Ritter",68,"JR-16210","2201.686","41","452.3730","Furniture,Office Supplies,Technology","Enermax Acrylux Wireless Keyboard,GBC DocuBind P100 Manual Binding Machine,Howard Miller 14-1/2 Diameter Chrome Round Wall Clock,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Maxell 4.7GB DVD+RW 3/Pack,Mophie Juice Pack Helium for iPhone,OSullivan 4-Shelf Bookcase in Odessa Pine,Peel-Off China Markers,Wilson Jones Hanging Recycled Pressboard Data Binders,Xerox 1909"
"Jill Stevenson",65,"JS-15595","1417.654","35","-175.5490","Furniture,Office Supplies,Technology","Advantus Plastic Paper Clips,Avery 495,Belkin 19 Center-Weighted Shelf  Gray,Belkin 7-Outlet SurgeMaster Home Series,Eldon Shelf Savers Cubes and Bins,Fellowes Black Plastic Comb Bindings,OSullivan 4-Shelf Bookcase in Odessa Pine,Panasonic KX-TG9471B"
"Jim Sink",33,"JS-15685","1131.064","42","-54.8692","Furniture,Office Supplies,Technology","Acco 7-Outlet Masterpiece Power Center  Wihtout Fax/Phone Line Protection,Global Adaptabilities Conference Tables,Ibico Plastic and Wire Spiral Binding Combs,Panasonic Kx-TS550,Space Solutions Commercial Steel Shelving,Tennsco Commercial Shelving,Turquoise Lead Holder with Pocket Clip,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Xerox 1995,Xerox 211,Xerox 221"
"John Stevenson",60,"JS-15880","3868.020","43","564.9798","Furniture,Office Supplies,Technology","Avery Durable Slant Ring Binders  No Labels,Bevis 36 x 72 Conference Tables,BOSTON Ranger #55 Pencil Sharpener  Black,Enermax Acrylux Wireless Keyboard,Riverside Furniture Stanwyck Manor Table Series,Safco Value Mate Series Steel Bookcases  Baked Enamel Finish on Steel  Gray,Tennsco Double-Tier Lockers,Xerox 1914,Xerox 1993"
"Joni Sundaresam",26,"JS-15940","469.169","37","-327.9336","Furniture,Office Supplies","Avery 481,Avery 502,Dana Swing-Arm Lamps,Eldon 400 Class Desk Accessories  Black Carbon,Eldon Base for stackable storage shelf  platinum,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Fellowes Black Plastic Comb Bindings,Xerox 1970"
"Joy Smith",51,"JS-16030","2516.494","70","-311.2575","Furniture,Office Supplies,Technology","3.6 Cubic Foot Counter Height Office Refrigerator,Advantus Employee of the Month Certificate Frame  11 x 13-1/2,Advantus Panel Wall Acrylic Frame,Avery Printable Repositionable Plastic Tabs,Eldon Image Series Desk Accessories  Burgundy,Global Deluxe High-Back Managers Chair,Hon 4-Shelf Metal Bookcases,iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5  4S 4,JM Magazine Binder,Newell 312,Premium Transparent Presentation Covers  No Pattern/Clear  8 1/2 x 11,Pyle PMP37LED,Rogers Deluxe File Chest,Tennsco Lockers  Gray,Vinyl Coated Wire Paper Clips in Organizer Box  800/Box,Woodgrain Magazine Files by Perma,Xerox 1893,Zebra Zazzle Fluorescent Highlighters"
"Jane Waco",24,"JW-15220","7721.714","66","2173.7094","Furniture,Office Supplies,Technology","Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,BIC Liqua Brite Liner,DAX Two-Tone Rosewood/Black Document Frame  Desktop  5 x 7,Eldon 200 Class Desk Accessories  Burgundy,Eldon Imàge Series Desk Accessories  Clear,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Global High-Back Leather Tilter  Burgundy,Global Troy Executive Leather Low-Back Tilter,iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5  4S 4,Logitech Media Keyboard K200,Magna Visual Magnetic Picture Hangers,Master Caster Door Stop  Gray,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Xerox 1945"
"Joni Wasserman",45,"JW-15955","1244.086","41","-29.5759","Furniture,Office Supplies,Technology","Avery 479,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,Fellowes Bankers Box Stor/Drawer Steel Plus,Global Value Mid-Back Managers Chair  Gray,Iris Project Case,OSullivan Plantations 2-Door Library in Landvery Oak,Quartet Omega Colored Chalk  12/Pack,Staples in misc. colors,Verbatim Slim CD and DVD Storage Cases  50/Pack"
"Julia West",25,"JW-16075","1428.731","38","154.0637","Office Supplies","3M Replacement Filter for Office Air Cleaner for 20 x 33 Room,BIC Brite Liner Highlighters,GBC Laser Imprintable Binding System Covers  Desert Sand,Honeywell Enviracaire Portable HEPA Air Cleaner for 17 x 22 Room,Newell 319,Staple envelope,Xerox 1883"
"Kelly Andreada",59,"KA-16525","1519.506","57","234.9194","Furniture,Office Supplies,Technology","Ames Color-File Green Diamond Border X-ray Mailers,Contico 72H Heavy-Duty Storage System,Crayola Anti Dust Chalk  12/Pack,Dixon My First Ticonderoga Pencil  #2,Kingston Digital DataTraveler 16GB USB 2.0,Novimex High-Tech Fabric Mesh Task Chair,OSullivan Plantations 2-Door Library in Landvery Oak,Sanford 52201 APSCO Electric Pencil Sharpener,Southworth 100% Résumé Paper  24lb.,White Computer Printout Paper by Universal,Xerox 214"
"Karen Bern",42,"KB-16240","3152.615","34","763.9076","Furniture,Office Supplies,Technology","Avery Hole Reinforcements,Deflect-o EconoMat Studded  No Bevel Mat for Low Pile Carpeting,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Global Airflow Leather Mesh Back Chair  Black,Imation Bio 2GB USB Flash Drive Imation Corp,KeyTronic E03601U1 - Keyboard - Beige,Logitech P710e Mobile Speakerphone,Safco Contoured Stacking Chairs,White Envelopes  White Envelopes with Clear Poly Window,Xerox 1959"
"Karl Braun",70,"KB-16315","1569.464","62","49.7193","Furniture,Office Supplies,Technology","Acco Hanging Data Binders,Acrylic Self-Standing Desk Frames,Avery 476,Avery 494,Avoid Verbal Orders Carbonless Minifold Book,Belkin F8E887 USB Wired Ergonomic Keyboard,Blue String-Tie & Button Interoffice Envelopes  10 x 13,Boston 16701 Slimline Battery Pencil Sharpener,DXL Angle-View Binders with Locking Rings by Samsill,Easy-staple paper,Eldon L Workstation Diamond Chairmat,GBC Standard Therm-A-Bind Covers,Google Nexus 5,Hewlett Packard 310 Color Digital Copier,Ibico Standard Transparent Covers,Newell 315,Pressboard Data Binders by Wilson Jones,Safco Industrial Shelving,Seth Thomas 13 1/2 Wall Clock,Xerox 1957,Xerox 1978,Xerox 1999"
"Katrina Bavinger",34,"KB-16405","908.821","25","274.2970","Furniture,Office Supplies,Technology","AmazonBasics 3-Button USB Wired Mouse,Eldon Expressions Wood Desk Accessories  Oak,Global Low Back Tilter Chair,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Newell 334,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Prang Drawing Pencil Set,Xerox 189,Xerox 220"
"Ken Black",67,"KB-16585","2744.742","102","579.3551","Furniture,Office Supplies,Technology","24-Hour Round Wall Clock,Acco Flexible ACCOHIDE Square Ring Data Binder  Dark Blue  11 1/2 X 14 7/8,Acco Six-Outlet Power Strip  4 Cord Length,Advantus Push Pins,Belkin SportFit Armband For iPhone 5s/5c  Fuchsia,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Hon Olson Stacker Stools,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,Logitech Media Keyboard K200,Logitech Wireless Marathon Mouse M705,Martin-Yale Premier Letter Opener,Newell 318,Newell 324,OIC Binder Clips  Mini  1/4 Capacity  Black,Pizazz Global Quick File,Plantronics Audio 478 Stereo USB Headset,PowerGen Dual USB Car Charger,RSVP Cards & Envelopes  Blank White  8-1/2 X 11  24 Cards/25 Envelopes/Set,Safco Commercial Shelving,Xerox 1917,Xerox 203,Xerox 209"
"Ken Brennan",29,"KB-16600","983.922","29","293.5524","Furniture,Office Supplies,Technology","6 Cubicle Wall Clock  Black,Acme Box Cutter Scissors,Avery Durable Slant Ring Binders With Label Holder,Economy Binders,Newell 350,Nokia Lumia 925,SimpliFile Personal File  Black Granite  15w x 6-15/16d x 11-1/4h,Xerox 188,Xerox 1915"
"Karen Carlisle",23,"KC-16255","2120.954","40","846.1217","Office Supplies,Technology","Aluminum Screw Posts,Carina Double Wide Media Storage Towers in Natural & Black,GBC Clear Cover  8-1/2 x 11  unpunched  25 covers per pack,Ibico Plastic Spiral Binding Combs,Logitech Z-906 Speaker sys - home theater - 5.1-CH,Maxell 74 Minute CD-R Spindle  50/Pack,Memorex Froggy Flash Drive 4 GB,Message Book  Standard Line While You Were Out  5 1/2 X 4  200 Sets/Book,Newell 32,Tuf-Vin Binders"
"Kelly Collister",39,"KC-16540","3908.262","28","709.4219","Furniture,Office Supplies,Technology","Binder Posts,Howard Miller 13 Diameter Pewter Finish Round Wall Clock,Logitech K350 2.4Ghz Wireless Keyboard,Logitech P710e Mobile Speakerphone,Wirebound Message Books  Two 4 1/4 x 5 Forms per Page"
"Kimberly Carter",31,"KC-16675","1146.050","40","156.7797","Furniture,Office Supplies","ACCOHIDE 3-Ring Binder  Blue  1,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,Global Deluxe Office Fabric Chairs,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Martin-Yale Premier Letter Opener,Novimex Fabric Task Chair,Xerox 191"
"Karen Daniels",59,"KD-16270","8282.358","64","1107.6952","Furniture,Office Supplies,Technology","Adjustable Depth Letter/Legal Cart,Ativa V4110MDD Micro-Cut Shredder,Boston Electric Pencil Sharpener  Model 1818  Charcoal Black,Chromcraft Round Conference Tables,Classic Ivory Antique Telephone ZL1810,Easy-staple paper,GBC DocuBind TL300 Electric Binding System,Geemarc AmpliPOWER60,Logitech Wireless Marathon Mouse M705,Panasonic KP-150 Electric Pencil Sharpener,Snap-A-Way Black Print Carbonless Ruled Speed Letter  Triplicate,Staple remover,Telescoping Adjustable Floor Lamp,Universal Recycled Hanging Pressboard Report Binders  Letter Size,Wirebound Message Book  4 per Page,Xerox 1893"
"Katherine Ducich",33,"KD-16345","1888.964","36","328.5942","Furniture,Office Supplies,Technology","Accohide Poly Flexible Ring Binders,Apple iPhone 5C,Easy-staple paper,Logitech G600 MMO Gaming Mouse,Newell 324,Samsung Galaxy Note 2,Sauder Facets Collection Library  Sky Alder Finish,Square Credit Card Reader,Trimflex Flexible Post Binders,White GlueTop Scratch Pads"
"Keith Dawkins",68,"KD-16495","8181.256","84","3038.6254","Furniture,Office Supplies,Technology","Acco Six-Outlet Power Strip  4 Cord Length,Avery 486,Avery Binding System Hidden Tab Executive Style Index Sets,Boston Electric Pencil Sharpener  Model 1818  Charcoal Black,Bretford CR8500 Series Meeting Room Furniture,Decoflex Hanging Personal Folder File  Blue,Eldon Regeneration Recycled Desk Accessories  Black,Eureka Sanitaire  Multi-Pro Heavy-Duty Upright  Disposable Bags,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Fellowes Desktop Hanging File Manager,GBC Pre-Punched Binding Paper  Plastic  White  8-1/2 x 11,GBC VeloBind Cover Sets,Global Super Steno Chair,Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day  Extended Life Filter,Hon 4070 Series Pagoda Round Back Stacking Chairs,Ibico EB-19 Dual Function Manual Binding System,Jensen SMPS-640 - speaker phone,Mitel MiVoice 5330e IP Phone,Nu-Dell EZ-Mount Plastic Wall Frames,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Sanford Colorific Colored Pencils  12/Box,Satellite Sectional Post Binders,Sauder Forest Hills Library with Doors  Woodland Oak Finish,Stackable Trays,Stockwell Gold Paper Clips,White GlueTop Scratch Pads,Xerox 195,Zebra ZM400 Thermal Label Printer"
"Ken Dana",41,"KD-16615","2243.510","56","539.7219","Furniture,Office Supplies","12-1/2 Diameter Round Wall Clock,Acco Data Flex Cable Posts For Top & Bottom Load Binders  6 Capacity,Bionaire Personal Warm Mist Humidifier/Vaporizer,Catalog Binders with Expanding Posts,Deluxe Heavy-Duty Vinyl Round Ring Binder,Dual Level  Single-Width Filing Carts,Eldon Econocleat Chair Mats for Low Pile Carpets,Flat Face Poster Frame,Global Comet Stacking Armless Chair,Pressboard Hanging Data Binders for Unburst Sheets,Tensor Computer Mounted Lamp,Xerox 1915,XtraLife ClearVue Slant-D Ring Binder  White  3"
